id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1480	Execution Guardrails	technique	TA0005		ESXi,Linux,macOS,Windows	Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target.	active	
T1480.001	Environmental Keying	subtechnique	TA0005	T1480	Linux,Windows,macOS	Adversaries may environmentally key payloads or other features of malware to evade defenses and constraint execution to a specific target environment.	active	
T1480.002	Mutual Exclusion	subtechnique	TA0005	T1480	Linux,macOS,Windows	Adversaries may constrain execution or actions based on the presence of a mutex associated with malware.	active	
T1482	Domain Trust Discovery	technique	TA0007		Windows	Adversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments.	active	
T1483	Domain Generation Algorithms	technique	TA0011		Linux,macOS,Windows	Adversaries may make use of Domain Generation Algorithms (DGAs) to dynamically identify a destination for command and control traffic rather than relying on a list of static IP addresses or domains.	revoked	T1568.002
T1484	Domain or Tenant Policy Modification	technique	TA0004,TA0112		Windows,Identity Provider	Adversaries may modify the configuration settings of a domain or identity tenant to evade defenses and/or escalate privileges in centrally managed environments.	active	
T1484.001	Group Policy Modification	subtechnique	TA0004,TA0112	T1484	Windows	Adversaries may modify Group Policy Objects (GPOs) to subvert the intended discretionary access controls for a domain, usually with the intention of escalating privileges on the domain.	active	
T1484.002	Trust Modification	subtechnique	TA0004,TA0112	T1484	Identity Provider,Windows	Adversaries may add new domain trusts, modify the properties of existing domain trusts, or otherwise change the configuration of trust relationships between domains and tenants to evade defenses and/or elevate privileges.Trust details, such as whether or not user identities are federated, allow...	active	
T1485	Data Destruction	technique	TA0040		Containers,ESXi,IaaS,Linux,macOS,Windows	Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources.	active	
T1485.001	Lifecycle-Triggered Deletion	subtechnique	TA0040	T1485	IaaS	Adversaries may modify the lifecycle policies of a cloud storage bucket to destroy all objects stored within.	active	
T1486	Data Encrypted for Impact	technique	TA0040		ESXi,IaaS,Linux,macOS,Windows	Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources.	active	
T1487	Disk Structure Wipe	technique	TA0040		Windows,macOS,Linux	Adversaries may corrupt or wipe the disk data structures on hard drive necessary to boot systems; targeting specific critical systems as well as a large number of systems in a network to interrupt availability to system and network resources.	revoked	T1561.002
T1488	Disk Content Wipe	technique	TA0040		Linux,macOS,Windows	Adversaries may erase the contents of storage devices on specific systems as well as large numbers of systems in a network to interrupt availability to system and network resources.	revoked	T1561.001
T1489	Service Stop	technique	TA0040		ESXi,IaaS,Linux,macOS,Windows	Adversaries may stop or disable services on a system to render those services unavailable to legitimate users.	active	
T1490	Inhibit System Recovery	technique	TA0040		Containers,ESXi,IaaS,Linux,macOS,Network Devices,Windows	Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery.	active	
T1491	Defacement	technique	TA0040		Windows,IaaS,Linux,macOS,ESXi	Adversaries may modify visual content available internally or externally to an enterprise network, thus affecting the integrity of the original content.	active	
T1491.001	Internal Defacement	subtechnique	TA0040	T1491	ESXi,Linux,macOS,Windows	An adversary may deface systems internal to an organization in an attempt to intimidate or mislead users, thus discrediting the integrity of the systems.	active	
T1491.002	External Defacement	subtechnique	TA0040	T1491	Windows,IaaS,Linux,macOS	An adversary may deface systems external to an organization in an attempt to deliver messaging, intimidate, or otherwise mislead an organization or users.	active	
T1492	Stored Data Manipulation	technique	TA0040		Linux,macOS,Windows	Adversaries may insert, delete, or manipulate data at rest in order to manipulate external outcomes or hide activity.	revoked	T1565.001
T1493	Transmitted Data Manipulation	technique	TA0040		Linux,macOS,Windows	Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity.	revoked	T1565.002
T1494	Runtime Data Manipulation	technique	TA0040		Linux,macOS,Windows	Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user.	revoked	T1565.003
T1495	Firmware Corruption	technique	TA0040		Linux,macOS,Network Devices,Windows	Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to use the devices and/or the system.	active	
T1496	Resource Hijacking	technique	TA0040		Windows,IaaS,Linux,macOS,Containers,SaaS	Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.	active	
T1496.001	Compute Hijacking	subtechnique	TA0040	T1496	Windows,IaaS,Linux,macOS,Containers	Adversaries may leverage the compute resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.	active	
T1496.002	Bandwidth Hijacking	subtechnique	TA0040	T1496	Linux,Windows,macOS,IaaS,Containers	Adversaries may leverage the network bandwidth resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.	active	
T1496.003	SMS Pumping	subtechnique	TA0040	T1496	SaaS	Adversaries may leverage messaging services for SMS pumping, which may impact system and/or hosted service availability.	active	
T1496.004	Cloud Service Hijacking	subtechnique	TA0040	T1496	SaaS	Adversaries may leverage compromised software-as-a-service (SaaS) applications to complete resource-intensive tasks, which may impact hosted service availability.	active	
T1497	Virtualization/Sandbox Evasion	technique	TA0005,TA0007		Linux,macOS,Windows	Adversaries may employ various means to detect and avoid virtualization and analysis environments.	active	
T1497.001	System Checks	subtechnique	TA0005,TA0007	T1497	Linux,macOS,Windows	Adversaries may employ various system checks to detect and avoid virtualization and analysis environments.	active	
T1497.002	User Activity Based Checks	subtechnique	TA0005,TA0007	T1497	Linux,macOS,Windows	Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments.	active	
T1497.003	Time Based Checks	subtechnique	TA0005,TA0007	T1497	Linux,macOS,Windows	Adversaries may employ various time-based methods to detect virtualization and analysis environments, particularly those that attempt to manipulate time mechanisms to simulate longer elapses of time.	active	
T1498	Network Denial of Service	technique	TA0040		Windows,IaaS,Linux,macOS,Containers	Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.	active	
T1498.001	Direct Network Flood	subtechnique	TA0040	T1498	Windows,IaaS,Linux,macOS	Adversaries may attempt to cause a denial of service (DoS) by directly sending a high-volume of network traffic to a target.	active	
T1498.002	Reflection Amplification	subtechnique	TA0040	T1498	Windows,IaaS,Linux,macOS	Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target.	active	
T1499	Endpoint Denial of Service	technique	TA0040		Windows,Linux,macOS,Containers,IaaS	Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users.	active	
T1499.001	OS Exhaustion Flood	subtechnique	TA0040	T1499	Linux,macOS,Windows	Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS).	active	
T1499.002	Service Exhaustion Flood	subtechnique	TA0040	T1499	Windows,IaaS,Linux,macOS	Adversaries may target the different network services provided by systems to conduct a denial of service (DoS).	active	
T1499.003	Application Exhaustion Flood	subtechnique	TA0040	T1499	Windows,IaaS,Linux,macOS	Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications.	active	
T1499.004	Application or System Exploitation	subtechnique	TA0040	T1499	Windows,IaaS,Linux,macOS	Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users.	active	
T1500	Compile After Delivery	technique	TA0005		Linux,macOS,Windows	Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code.	revoked	T1027.004
T1501	Systemd Service	technique	TA0003		Linux	Systemd services can be used to establish persistence on a Linux system.	revoked	T1543.002
T1502	Parent PID Spoofing	technique	TA0004,TA0005		Windows	Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitoring defenses or to elevate privileges.	revoked	T1134.004
T1503	Credentials from Web Browsers	technique	TA0006		Linux,macOS,Windows	Adversaries may acquire credentials from web browsers by reading files specific to the target browser.	revoked	T1555.003
T1504	PowerShell Profile	technique	TA0003,TA0004		Windows	Adversaries may gain persistence and elevate privileges in certain situations by abusing PowerShell profiles.	revoked	T1546.013
T1505	Server Software Component	technique	TA0003		Windows,Linux,macOS,Network Devices,ESXi	Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems.	active	
T1505.001	SQL Stored Procedures	subtechnique	TA0003	T1505	Windows,Linux	Adversaries may abuse SQL stored procedures to establish persistent access to systems.	active	
T1505.002	Transport Agent	subtechnique	TA0003	T1505	Linux,Windows	Adversaries may abuse Microsoft transport agents to establish persistent access to systems.	active	
T1505.003	Web Shell	subtechnique	TA0003	T1505	Linux,macOS,Network Devices,Windows	Adversaries may backdoor web servers with web shells to establish persistent access to systems.	active	
T1505.004	IIS Components	subtechnique	TA0003	T1505	Windows	Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence.	active	
T1505.005	Terminal Services DLL	subtechnique	TA0003	T1505	Windows	Adversaries may abuse components of Terminal Services to enable persistent access to systems.	active	
T1505.006	vSphere Installation Bundles	subtechnique	TA0003	T1505	ESXi	Adversaries may abuse vSphere Installation Bundles (VIBs) to establish persistent access to ESXi hypervisors.	active	
T1506	Web Session Cookie	technique	TA0005,TA0008		Office 365,SaaS	Adversaries can use stolen session cookies to authenticate to web applications and services.	revoked	T1550.004
T1514	Elevated Execution with Prompt	technique	TA0004		macOS	Adversaries may leverage the AuthorizationExecuteWithPrivileges API to escalate privileges by prompting the user for credentials.	revoked	T1548.004
T1518	Software Discovery	technique	TA0007		ESXi,IaaS,Linux,macOS,Windows	Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment.	active	
T1518.001	Security Software Discovery	subtechnique	TA0007	T1518	IaaS,Linux,macOS,Windows	Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment.	active	
T1518.002	Backup Software Discovery	subtechnique	TA0007	T1518	Windows,macOS,Linux	Adversaries may attempt to get a listing of backup software or configurations that are installed on a system.	active	
T1519	Emond	technique	TA0003,TA0004		macOS	Adversaries may use Event Monitor Daemon (emond) to establish persistence by scheduling malicious commands to run on predictable event triggers.	revoked	T1546.014
T1522	Cloud Instance Metadata API	technique	TA0006		IaaS	Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.	revoked	T1552.005
T1525	Implant Internal Image	technique	TA0003		IaaS,Containers	Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment.	active	
T1526	Cloud Service Discovery	technique	TA0007		IaaS,Identity Provider,Office Suite,SaaS	An adversary may attempt to enumerate the cloud services running on a system after gaining access.	active	
T1527	Application Access Token	technique	TA0005,TA0008		SaaS,Office 365	Adversaries may use application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems.	revoked	T1550.001
T1528	Steal Application Access Token	technique	TA0006		Containers,IaaS,Identity Provider,Office Suite,SaaS	Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.	active	
T1529	System Shutdown/Reboot	technique	TA0040		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems.	active	
T1530	Data from Cloud Storage	technique	TA0009		IaaS,Office Suite,SaaS	Adversaries may access data from cloud storage.	active	
T1531	Account Access Removal	technique	TA0040		Linux,macOS,Windows,SaaS,IaaS,Office Suite,ESXi	Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users.	active	
T1534	Internal Spearphishing	technique	TA0008		Linux,macOS,Office Suite,SaaS,Windows	After they already have access to accounts or systems within the environment, adversaries may use internal spearphishing to gain access to additional information or compromise other users within the same organization.	active	
T1535	Unused/Unsupported Cloud Regions	technique	TA0005		IaaS	Adversaries may create cloud instances in unused geographic service regions in order to evade detection.	active	
T1536	Revert Cloud Instance	technique	TA0005		IaaS	An adversary may revert changes made to a cloud instance after they have performed malicious activities in attempt to evade detection and remove evidence of their presence.	revoked	T1578.004
T1537	Transfer Data to Cloud Account	technique	TA0010		IaaS,Office Suite,SaaS	Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and creating backups of cloud environments, to another cloud account they control on the same service.	active	
T1538	Cloud Service Dashboard	technique	TA0007		IaaS,SaaS,Office Suite,Identity Provider	An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features.	active	
T1539	Steal Web Session Cookie	technique	TA0006		Linux,macOS,Office Suite,SaaS,Windows	An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials.	active	
T1542	Pre-OS Boot	technique	TA0003,TA0005		Linux,macOS,Network Devices,Windows	Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system.	active	
T1542.001	System Firmware	subtechnique	TA0003,TA0005	T1542	Network Devices,Windows	Adversaries may modify system firmware to persist on systems.The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firmware that operate as the software interface between the operating system and...	active	
T1542.002	Component Firmware	subtechnique	TA0003,TA0005	T1542	Windows,Linux,macOS	Adversaries may modify component firmware to persist on systems.	active	
T1542.003	Bootkit	subtechnique	TA0003,TA0005	T1542	Linux,Windows	Adversaries may use bootkits to persist on systems.	active	
T1542.004	ROMMONkit	subtechnique	TA0003,TA0005	T1542	Network Devices	Adversaries may abuse the ROM Monitor (ROMMON) by loading an unauthorized firmware with adversary code to provide persistent access and manipulate device behavior that is difficult to detect.	active	
T1542.005	TFTP Boot	subtechnique	TA0003,TA0005	T1542	Network Devices	Adversaries may abuse netbooting to load an unauthorized network device operating system from a Trivial File Transfer Protocol (TFTP) server.	active	
T1543	Create or Modify System Process	technique	TA0003,TA0004		Containers,Linux,macOS,Windows	Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence.	active	
T1543.001	Launch Agent	subtechnique	TA0003,TA0004	T1543	macOS	Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence.	active	
T1543.002	Systemd Service	subtechnique	TA0003,TA0004	T1543	Linux	Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence.	active	
T1543.003	Windows Service	subtechnique	TA0003,TA0004	T1543	Windows	Adversaries may create or modify Windows services to repeatedly execute malicious payloads as part of persistence.	active	
T1543.004	Launch Daemon	subtechnique	TA0003,TA0004	T1543	macOS	Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence.	active	
T1543.005	Container Service	subtechnique	TA0003,TA0004	T1543	Containers	Adversaries may create or modify container or container cluster management tools that run as daemons, agents, or services on individual hosts.	active	
T1546	Event Triggered Execution	technique	TA0003,TA0004		Linux,macOS,Windows,SaaS,IaaS,Office Suite	Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events.	active	
T1546.001	Change Default File Association	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence by executing malicious content triggered by a file type association.	active	
T1546.002	Screensaver	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence by executing malicious content triggered by user inactivity.	active	
T1546.003	Windows Management Instrumentation Event Subscription	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and elevate privileges by executing malicious content triggered by a Windows Management Instrumentation (WMI) event subscription.	active	
T1546.004	Unix Shell Configuration Modification	subtechnique	TA0003,TA0004	T1546	Linux,macOS	Adversaries may establish persistence through executing malicious commands triggered by a user's shell.	active	
T1546.005	Trap	subtechnique	TA0003,TA0004	T1546	macOS,Linux	Adversaries may establish persistence by executing malicious content triggered by an interrupt signal.	active	
T1546.006	LC_LOAD_DYLIB Addition	subtechnique	TA0003,TA0004	T1546	macOS	Adversaries may establish persistence by executing malicious content triggered by the execution of tainted binaries.	active	
T1546.007	Netsh Helper DLL	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence by executing malicious content triggered by Netsh Helper DLLs.	active	
T1546.008	Accessibility Features	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features.	active	
T1546.009	AppCert DLLs	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes.	active	
T1546.010	AppInit DLLs	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes.	active	
T1546.011	Application Shimming	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims.	active	
T1546.012	Image File Execution Options Injection	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by Image File Execution Options (IFEO) debuggers.	active	
T1546.013	PowerShell Profile	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles.	active	
T1546.014	Emond	subtechnique	TA0003,TA0004	T1546	macOS	Adversaries may gain persistence and elevate privileges by executing malicious content triggered by the Event Monitor Daemon (emond).	active	
T1546.015	Component Object Model Hijacking	subtechnique	TA0003,TA0004	T1546	Windows	Adversaries may establish persistence by executing malicious content triggered by hijacked references to Component Object Model (COM) objects.	active	
T1546.016	Installer Packages	subtechnique	TA0003,TA0004	T1546	Linux,macOS,Windows	Adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content.	active	
T1546.017	Udev Rules	subtechnique	TA0003,TA0004	T1546	Linux	Adversaries may maintain persistence through executing malicious content triggered using udev rules.	active	
T1546.018	Python Startup Hooks	subtechnique	TA0003,TA0004	T1546	Linux,macOS,Windows	Adversaries may achieve persistence by leveraging Python's startup mechanisms, including path configuration (.pth) files and the sitecustomize.py or usercustomize.py modules.	active	
T1547	Boot or Logon Autostart Execution	technique	TA0003,TA0004		Linux,macOS,Windows,Network Devices	Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems.	active	
T1547.001	Registry Run Keys / Startup Folder	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may achieve persistence by adding a program to a startup folder or referencing it with a Registry run key.	active	
T1547.002	Authentication Package	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may abuse authentication packages to execute DLLs when the system boots.	active	
T1547.003	Time Providers	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may abuse time providers to execute DLLs when the system boots.	active	
T1547.004	Winlogon Helper DLL	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may abuse features of Winlogon to execute DLLs and/or executables when a user logs in.	active	
T1547.005	Security Support Provider	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may abuse security support providers (SSPs) to execute DLLs when the system boots.	active	
T1547.006	Kernel Modules and Extensions	subtechnique	TA0003,TA0004	T1547	macOS,Linux	Adversaries may modify the kernel to automatically execute programs on system boot.	active	
T1547.007	Re-opened Applications	subtechnique	TA0003,TA0004	T1547	macOS	Adversaries may modify plist files to automatically run an application when a user logs in.	active	
T1547.008	LSASS Driver	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems.	active	
T1547.009	Shortcut Modification	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may create or modify shortcuts that can execute a program during system boot or user login.	active	
T1547.010	Port Monitors	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may use port monitors to run an adversary supplied DLL during system boot for persistence or privilege escalation.	active	
T1547.011	Plist Modification	subtechnique	TA0003,TA0004	T1547	macOS	Adversaries can modify property list files (plist files) to execute their code as part of establishing persistence.	revoked	T1647
T1547.012	Print Processors	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may abuse print processors to run malicious DLLs during system boot for persistence and/or privilege escalation.	active	
T1547.013	XDG Autostart Entries	subtechnique	TA0003,TA0004	T1547	Linux	Adversaries may add or modify XDG Autostart Entries to execute malicious programs or commands when a user's desktop environment is loaded at login.	active	
T1547.014	Active Setup	subtechnique	TA0003,TA0004	T1547	Windows	Adversaries may achieve persistence by adding a Registry key to the Active Setup of the local machine.	active	
T1547.015	Login Items	subtechnique	TA0003,TA0004	T1547	macOS	Adversaries may add login items to execute upon user login to gain persistence or escalate privileges.	active	
T1548	Abuse Elevation Control Mechanism	technique	TA0004		Linux,macOS,Windows,IaaS,Office Suite,Identity Provider	Adversaries may circumvent mechanisms designed to control privilege elevation to gain higher-level permissions.	active	
T1548.001	Setuid and Setgid	subtechnique	TA0004	T1548	Linux,macOS	An adversary may abuse configurations where an application has the setuid or setgid bits set in order to get code running in a different (and possibly more privileged) user's context.	active	
T1548.002	Bypass User Account Control	subtechnique	TA0004	T1548	Windows	Adversaries may bypass UAC mechanisms to elevate process privileges on system.	active	
T1548.003	Sudo and Sudo Caching	subtechnique	TA0004	T1548	Linux,macOS	Adversaries may perform sudo caching and/or use the sudoers file to elevate privileges.	active	
T1548.004	Elevated Execution with Prompt	subtechnique	TA0004	T1548	macOS	Adversaries may leverage the AuthorizationExecuteWithPrivileges API to escalate privileges by prompting the user for credentials.	active	
T1548.005	Temporary Elevated Cloud Access	subtechnique	TA0004	T1548	IaaS,Office Suite,Identity Provider	Adversaries may abuse permission configurations that allow them to gain temporarily elevated access to cloud resources.	active	
T1548.006	TCC Manipulation	subtechnique	TA0004	T1548	macOS	Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database to grant malicious executables elevated permissions.	active	
T1550	Use Alternate Authentication Material	technique	TA0008		Containers,IaaS,Identity Provider,Linux,Office Suite,SaaS,Windows	Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.	active	
T1550.001	Application Access Token	subtechnique	TA0008	T1550	Containers,IaaS,Identity Provider,Office Suite,SaaS	Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems.	active	
T1550.002	Pass the Hash	subtechnique	TA0008	T1550	Windows	Adversaries may "pass the hash" using stolen password hashes to move laterally within an environment, bypassing normal system access controls.	active	
T1550.003	Pass the Ticket	subtechnique	TA0008	T1550	Windows	Adversaries may "pass the ticket" using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls.	active	
T1550.004	Web Session Cookie	subtechnique	TA0008	T1550	IaaS,Office Suite,SaaS	Adversaries can use stolen session cookies to authenticate to web applications and services.	active	
T1552	Unsecured Credentials	technique	TA0006		Windows,SaaS,IaaS,Linux,macOS,Containers,Network Devices,Office Suite,Identity Provider	Adversaries may search compromised systems to find and obtain insecurely stored credentials.	active	
T1552.001	Credentials In Files	subtechnique	TA0006	T1552	Containers,IaaS,Linux,macOS,Windows	Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials.	active	
T1552.002	Credentials in Registry	subtechnique	TA0006	T1552	Windows	Adversaries may search the Registry on compromised systems for insecurely stored credentials.	active	
T1552.003	Shell History	subtechnique	TA0006	T1552	Linux,macOS,Windows	Adversaries may search the command history on compromised systems for insecurely stored credentials.	active	
T1552.004	Private Keys	subtechnique	TA0006	T1552	Linux,macOS,Network Devices,Windows	Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials.	active	
T1552.005	Cloud Instance Metadata API	subtechnique	TA0006	T1552	IaaS	Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.	active	
T1552.006	Group Policy Preferences	subtechnique	TA0006	T1552	Windows	Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP).	active	
T1552.007	Container API	subtechnique	TA0006	T1552	Containers	Adversaries may gather credentials via APIs within a containers environment.	active	
T1552.008	Chat Messages	subtechnique	TA0006	T1552	SaaS,Office Suite	Adversaries may directly collect unsecured credentials stored or passed through user communication services.	active	
T1553	Subvert Trust Controls	technique	TA0112		Linux,macOS,Windows	Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs.	active	
T1553.001	Gatekeeper Bypass	subtechnique	TA0112	T1553	macOS	Adversaries may modify file attributes and subvert Gatekeeper functionality to evade user prompts and execute untrusted programs.	active	
T1553.002	Code Signing	subtechnique	TA0112	T1553	macOS,Windows	Adversaries may create, acquire, or steal code signing materials to sign their malware or tools.	active	
T1553.003	SIP and Trust Provider Hijacking	subtechnique	TA0112	T1553	Windows	Adversaries may tamper with SIP and trust provider components to mislead the operating system and application control tools when conducting signature validation checks.	active	
T1553.004	Install Root Certificate	subtechnique	TA0112	T1553	Linux,macOS,Windows	Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers.	active	
T1553.005	Mark-of-the-Web Bypass	subtechnique	TA0112	T1553	Windows	Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls.	active	
T1553.006	Code Signing Policy Modification	subtechnique	TA0112	T1553	macOS,Windows	Adversaries may modify code signing policies to enable execution of unsigned or self-signed code.	active	
T1554	Compromise Host Software Binary	technique	TA0003		ESXi,Linux,macOS,Windows	Adversaries may modify host software binaries to establish persistent access to systems.	active	
T1555	Credentials from Password Stores	technique	TA0006		IaaS,Linux,macOS,Windows	Adversaries may search for common password storage locations to obtain user credentials.	active	
T1555.001	Keychain	subtechnique	TA0006	T1555	macOS	Adversaries may acquire credentials from Keychain.	active	
T1555.002	Securityd Memory	subtechnique	TA0006	T1555	Linux,macOS	An adversary with root access may gather credentials by reading securityd's memory.	active	
T1555.003	Credentials from Web Browsers	subtechnique	TA0006	T1555	Linux,macOS,Windows	Adversaries may acquire credentials from web browsers by reading files specific to the target browser.	active	
T1555.004	Windows Credential Manager	subtechnique	TA0006	T1555	Windows	Adversaries may acquire credentials from the Windows Credential Manager.	active	
T1555.005	Password Managers	subtechnique	TA0006	T1555	Linux,macOS,Windows	Adversaries may acquire user credentials from third-party password managers.	active	
T1555.006	Cloud Secrets Management Stores	subtechnique	TA0006	T1555	IaaS	Adversaries may acquire credentials from cloud-native secret management solutions such as AWS Secrets Manager, GCP Secret Manager, Azure Key Vault, and Terraform Vault.	active	
T1556	Modify Authentication Process	technique	TA0003,TA0006,TA0112		IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows	Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts.	active	
T1556.001	Domain Controller Authentication	subtechnique	TA0003,TA0006,TA0112	T1556	Windows	Adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts.	active	
T1556.002	Password Filter DLL	subtechnique	TA0003,TA0006,TA0112	T1556	Windows	Adversaries may register malicious password filter dynamic link libraries (DLLs) into the authentication process to acquire user credentials as they are validated.	active	
T1556.003	Pluggable Authentication Modules	subtechnique	TA0003,TA0006,TA0112	T1556	Linux,macOS	Adversaries may modify pluggable authentication modules (PAM) to access user credentials or enable otherwise unwarranted access to accounts.	active	
T1556.004	Network Device Authentication	subtechnique	TA0003,TA0006,TA0112	T1556	Network Devices	Adversaries may use Patch System Image to hard code a password in the operating system, thus bypassing of native authentication mechanisms for local accounts on network devices.	active	
T1556.005	Reversible Encryption	subtechnique	TA0003,TA0006,TA0112	T1556	Windows	An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems.	active	
T1556.006	Multi-Factor Authentication	subtechnique	TA0003,TA0006,TA0112	T1556	IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may disable or modify multi-factor authentication (MFA) mechanisms to enable persistent access to compromised accounts.	active	
T1556.007	Hybrid Identity	subtechnique	TA0003,TA0006,TA0112	T1556	IaaS,Identity Provider,Office Suite,SaaS,Windows	Adversaries may patch, modify, or otherwise backdoor cloud authentication processes that are tied to on-premises user identities in order to bypass typical authentication mechanisms, access credentials, and enable persistent access to accounts.	active	
T1556.008	Network Provider DLL	subtechnique	TA0003,TA0006,TA0112	T1556	Windows	Adversaries may register malicious network provider dynamic link libraries (DLLs) to capture cleartext user credentials during the authentication process.	active	
